time,dH_RK4,dH_Boris,dH_SPPINN
13717.5,0.0002693409210071086,0.010284459191803985,6.37887582087831e-05
13725.0,0.00026953247867836925,0.011104235711593023,3.0045426999094985e-05
13732.5,0.0002694470212152275,0.0008331168292856995,9.754630523391752e-05
13740.0,0.00026975051565639803,0.009424638209745104,3.304439497689616e-05
13747.5,0.0002699374748184585,0.006641375003107884,0.00010300006492216504
13755.0,0.0002701459252029643,0.00484810028162781,1.1429324199848786e-05
13762.5,0.0002702092373099059,0.005771553766085288,3.3684233823166786e-05
13770.0,0.00027036484844559556,0.013881987966602678,2.4214474453880642e-05
13777.5,0.00027054353679588865,0.007743711118384631,9.007472236191256e-05
13785.0,0.0002706508178795443,0.0015564427682722263,4.4461375624250894e-05
13792.5,0.0002708196884946938,0.012438339881021698,4.746125831599412e-05
13800.0,0.00027098379241118233,0.008833626648842057,9.780483405315911e-05
13807.5,0.0002711064743317457,0.00202347120178735,4.478343622237219e-05
13815.0,0.00027126083159617495,0.008629564565482965,3.0130126983755045e-05
13822.5,0.00027142841047373805,0.006207557004606344,7.351249717676472e-05
13830.0,0.0002714410121166975,0.0024078173624036262,0.00014048388216256872
13837.5,0.0002717089403606209,0.004464618823226871,0.00010606276880219534
13845.0,0.0002718799673201079,0.018962266742130952,0.0001408519561594332
13852.5,0.00027206376115583813,0.006760670008239718,7.615794187913082e-05
13860.0,0.0002721156579064757,0.003659554804830385,3.17988112771708e-05
13867.5,0.00027230746953699176,0.014527797167314968,2.5635949939328256e-05
13875.0,0.0002724964465759536,0.011501327630493406,0.00030494701727139294
13882.5,0.0002725376418767633,0.002628571410662072,1.575412297534557e-05
13890.0,0.00027271144835601824,0.010183519206118194,3.7820161505045564e-05
13897.5,0.0002729044980701596,0.009707969264577909,0.00011561238406675311
13905.0,0.00027304047543911923,0.0015109732274946979,2.244737033952128e-05
13912.5,0.0002731423930501426,0.009122481844831295,2.2018880960491136e-06
13920.0,0.0002733095795177354,0.008637341341162749,4.3057251577951765e-06
13927.5,0.00027326787331842707,0.005388191081634225,0.00012722030240261973
13935.0,0.00027359575970800474,0.005052234816964619,7.382350652702813e-05
13942.5,0.00027375939047848255,0.014154155964918676,4.007476698222581e-05
13950.0,0.0002739210575283253,0.00793004256746707,0.00012723057405197022
13957.5,0.0002740402899526177,0.0008225218677191892,7.154472783806098e-05
13965.0,0.00027420346009859864,0.012021400062612224,8.636931991969776e-05
13972.5,0.000274373258027058,0.009075473818971376,5.8758671940877426e-05
13980.0,0.00027450878212885487,0.0018804116039851516,9.705113536628347e-05
13987.5,0.00027465646190117835,0.008022665654788621,2.0452025484172176e-05
13995.0,0.0002748124561660294,0.009354924448291195,0.00010508624833142808
14002.5,0.0002745312069453656,0.002595320693932338,7.132803531973983e-05
14010.0,0.00027508035024396467,0.00417456023968497,4.381253957260163e-06
14017.5,0.00027526711281257275,0.01880081808219098,9.698345787623595e-05
14025.0,0.00027550958175568275,0.007587740612860916,6.70380035038501e-05
14032.5,0.0002754849284967057,0.004037807829980612,3.130623127114304e-05
14040.0,0.00027567848746986413,0.01360549798632755,0.0001060147784990094
14047.5,0.000275882724246111,0.01155815742009608,7.518659709828558e-05
14055.0,0.0002759208329141012,0.0020396652802890515,5.4740947909266896e-05
