period,drL_Boris,drL_RK4,drL_SPPINN,dgamma_Boris,dgamma_RK4,dgamma_SPPINN
3881,1.2690906251431506e-14,0.00010848520426163936,1.2557574961066315e-05,1.2079226507921703e-14,0.00010414557010225422,1.2055268934929585e-05
3891,1.5410386162452544e-14,0.00010876480690592023,5.2655310981246915e-06,1.474376176702208e-14,0.00010441398747431662,5.054910386448341e-06
3901,1.5047788840983072e-14,0.00010904440992585192,2.09410148107144e-05,1.4210854715202004e-14,0.00010468240520378203,2.010336579854055e-05
3911,1.2328308929962035e-14,0.0001093240133277799,6.395043000166953e-06,1.1723955140041652e-14,0.00010495082329722293,6.13924049499559e-06
3921,1.3234802233635712e-14,0.00010960361710844078,5.34489601259399e-06,1.2612133559741778e-14,0.0001052192417512643,5.131100720490167e-06
3931,1.2328308929962035e-14,0.00010988322126710936,1.889995709197411e-05,1.1723955140041652e-14,0.0001054876605650179,1.8143951949767256e-05
3941,1.3053503572900977e-14,0.00011016282580541734,2.8668033581070357e-06,1.2434497875801753e-14,0.00010575607974026014,2.7521313814560244e-06
3951,1.124051696555362e-14,0.00011044243072155174,7.043621153241402e-06,1.0658141036401503e-14,0.00010602449927539226,6.76187725954236e-06
3961,1.1784412947757827e-14,0.00011072203601768811,1.3256991093534529e-05,1.1191048088221578e-14,0.00010629291917219064,1.2726708075483373e-05
3971,1.6135580805391487e-14,0.00011100164169074441,1.334957048466331e-05,1.5454304502782178e-14,0.0001065613394278131,1.2815591086834387e-05
3981,1.72233727697999e-14,0.00011128124773999544,9.122922081639658e-06,1.652011860642233e-14,0.0001068297600415491,8.758006796227846e-06
3991,1.7948567412738842e-14,0.00011156085416961104,5.802755954254751e-06,1.7053025658242404e-14,0.00010709818101748426,5.57064506967464e-06
